,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite X,Bsite CS,Asite IP,Bsite IP,Asite EA,Bsite EA,Asite s,Asite d,Bsite d,Bsite atomic_radius,Bsite average_ionic_radius,Asite exp_EA,Bsite exp_EA,GM,Asite Z,Work function
410,Cr,Al,A,0.36043000000000003,-43.55373,0.0,0.0,6.366630000000001,-2.48832,1.61,1.66,6.7401,5.7109,1.3828,0.2572,1.07,0.25,0.0,1.25,0.675,64.3,42.5,5.5255,24,6.61885
411,Cr,Ga,B,0.36275,-43.5499,0.99961,0.9988299999999999,2.7341900000000003,-2.3817,1.81,1.68,6.7401,5.6565,1.3828,0.1686,1.07,0.25,0.17,1.3,0.76,64.3,28.9,5.5152,24,3.9291400000000003
412,Cr,Ga,A,0.36275,-43.5499,0.99961,0.9988299999999999,2.7341900000000003,-2.3817,1.81,1.68,6.7401,5.6565,1.3828,0.1686,1.07,0.25,0.17,1.3,0.76,64.3,28.9,5.5152,24,7.078460000000001
413,Cr,In,B,0.4135,-43.45807,0.99944,0.9942700000000001,3.4185,-1.6531799999999999,1.78,1.6,6.7401,5.3782,1.3828,0.2822,1.07,0.25,0.36,1.55,0.94,64.3,28.9,5.48029,24,4.56829
414,Cr,In,A,0.4135,-43.45807,0.99944,0.9942700000000001,3.4185,-1.6531799999999999,1.78,1.6,6.7401,5.3782,1.3828,0.2822,1.07,0.25,0.36,1.55,0.94,64.3,28.9,5.48029,24,9.09043
415,Cr,Ge,B,0.38989,-43.26388,0.9999399999999999,0.9993299999999999,0.02615,-4.33214,2.01,1.92,6.7401,7.4167,1.3828,0.934,1.07,0.25,0.16,1.25,0.77,64.3,119.0,5.93039,24,4.26082
416,Cr,Ge,A,0.38989,-43.26388,0.9999399999999999,0.9993299999999999,0.02615,-4.33214,2.01,1.92,6.7401,7.4167,1.3828,0.934,1.07,0.25,0.16,1.25,0.77,64.3,119.0,5.93039,24,5.96167
417,Cr,Sn,B,0.37761999999999996,-43.23682,0.99985,0.99872,1.48784,-3.17407,1.96,1.84,6.7401,6.8885,1.3828,1.0258,1.07,0.25,0.345,1.45,0.83,64.3,107.3,5.85093,24,4.53271
418,Cr,Sn,A,0.37761999999999996,-43.23682,0.99985,0.99872,1.48784,-3.17407,1.96,1.84,6.7401,6.8885,1.3828,1.0258,1.07,0.25,0.345,1.45,0.83,64.3,107.3,5.85093,24,9.081660000000001
419,Cr,Sb,B,0.41972,-43.02394,0.9999600000000001,0.99918,-0.33915,-4.21321,2.05,2.08,6.7401,8.3266,1.3828,1.8032,1.07,0.25,0.335,1.45,0.83,64.3,103.2,5.99349,24,3.4319900000000003
420,Cr,Sb,A,0.41972,-43.02394,0.9999600000000001,0.99918,-0.33915,-4.21321,2.05,2.08,6.7401,8.3266,1.3828,1.8032,1.07,0.25,0.335,1.45,0.83,64.3,103.2,5.99349,24,8.18367
421,La,Sc,B,0.20114,-15.57955,0.19225,0.97682,-25.188679999999998,-2.29624,1.36,0.74,4.8037,6.8245,1.6693,0.0,1.375,0.874,0.31,1.6,0.885,48.0,18.1,5.36345,57,4.48916
422,La,Sc,A,0.20114,-15.57955,0.19225,0.97682,-25.188679999999998,-2.29624,1.36,0.74,4.8037,6.8245,1.6693,0.0,1.375,0.874,0.31,1.6,0.885,48.0,18.1,5.36345,57,1.9729700000000001
423,La,Ti,B,0.36784,-17.34824,0.26561,0.5062,-34.03867,-5.50102,1.54,0.79,4.8037,7.2564,1.6693,0.2526,1.375,0.874,0.28,1.4,0.85167,48.0,7.6,5.39832,57,2.3302400000000003
424,La,Ti,A,0.36784,-17.34824,0.26561,0.5062,-34.03867,-5.50102,1.54,0.79,4.8037,7.2564,1.6693,0.2526,1.375,0.874,0.28,1.4,0.85167,48.0,7.6,5.39832,57,2.0057099999999997
425,La,Zr,B,0.21873,-17.78805,0.3359,0.9776100000000001,-27.42724,-5.57891,1.33,0.76,4.8037,6.8953,1.6693,0.0,1.375,0.874,0.54,1.55,0.86,48.0,41.1,5.456519999999999,57,2.4007
426,La,Zr,A,0.21873,-17.78805,0.3359,0.9776100000000001,-27.42724,-5.57891,1.33,0.76,4.8037,6.8953,1.6693,0.0,1.375,0.874,0.54,1.55,0.86,48.0,41.1,5.456519999999999,57,1.96738
427,La,Hf,B,0.20205,-17.76301,0.35378000000000004,0.9744200000000001,-31.388309999999997,-5.91143,1.3,0.775,4.8037,7.6487,1.6693,0.4432,1.375,0.874,0.63,1.55,0.85,48.0,0.0,5.50366,57,3.05749
428,La,Hf,A,0.20205,-17.76301,0.35378000000000004,0.9744200000000001,-31.388309999999997,-5.91143,1.3,0.775,4.8037,7.6487,1.6693,0.4432,1.375,0.874,0.63,1.55,0.85,48.0,0.0,5.50366,57,2.1091599999999997
429,La,V,B,0.42921000000000004,-16.98953,0.41201000000000004,0.43299,-39.02559,-5.52332,1.63,0.84,4.8037,6.4707,1.6693,0.0,1.375,0.874,0.26,1.35,0.7775,48.0,50.6,5.44447,57,3.0476799999999997
430,La,V,A,0.42921000000000004,-16.98953,0.41201000000000004,0.43299,-39.02559,-5.52332,1.63,0.84,4.8037,6.4707,1.6693,0.0,1.375,0.874,0.26,1.35,0.7775,48.0,50.6,5.44447,57,1.76604
431,La,Nb,B,0.2791,-17.53156,0.43467,0.9616600000000001,-32.00437,-5.9276,1.6,0.82,4.8037,6.275,1.6693,0.0864,1.375,0.874,0.51,1.45,0.82,48.0,86.1,5.56041,57,1.68911
432,La,Nb,A,0.2791,-17.53156,0.43467,0.9616600000000001,-32.00437,-5.9276,1.6,0.82,4.8037,6.275,1.6693,0.0864,1.375,0.874,0.51,1.45,0.82,48.0,86.1,5.56041,57,1.89507
433,La,Ta,B,0.28088,-17.53691,0.42783000000000004,0.9705299999999999,-35.62247,-6.32714,1.5,0.83,4.8037,7.3632,1.6693,1.1716,1.375,0.874,0.605,1.45,0.82,48.0,31.0,5.590669999999999,57,2.07842
434,La,Ta,A,0.28088,-17.53691,0.42783000000000004,0.9705299999999999,-35.62247,-6.32714,1.5,0.83,4.8037,7.3632,1.6693,1.1716,1.375,0.874,0.605,1.45,0.82,48.0,31.0,5.590669999999999,57,2.11436
435,La,Cr,B,0.5362399999999999,-16.51047,0.58111,0.32882,-43.80767,-5.03169,1.66,0.89,4.8037,6.7401,1.6693,1.3828,1.375,0.874,0.25,1.4,0.94,48.0,64.3,5.48029,57,3.80387
436,La,Cr,A,0.5362399999999999,-16.51047,0.58111,0.32882,-43.80767,-5.03169,1.66,0.89,4.8037,6.7401,1.6693,1.3828,1.375,0.874,0.25,1.4,0.94,48.0,64.3,5.48029,57,1.63309
437,La,Mo,B,0.34920999999999996,-17.34703,0.57694,0.62797,-35.98259,-5.8985,2.16,0.88,4.8037,6.4838,1.6693,1.3549,1.375,0.874,0.49,1.45,0.775,48.0,71.9,5.53233,57,2.44937
438,La,Mo,A,0.34920999999999996,-17.34703,0.57694,0.62797,-35.98259,-5.8985,2.16,0.88,4.8037,6.4838,1.6693,1.3549,1.375,0.874,0.49,1.45,0.775,48.0,71.9,5.53233,57,1.8403900000000002
439,V,Sc,B,0.27052,-39.198679999999996,0.12846,0.29099,-24.550720000000002,-1.9404400000000002,1.36,0.74,6.4707,6.8245,0.0,0.0,1.09,0.26,0.31,1.6,0.885,50.6,18.1,5.52628,23,3.98478
440,V,Sc,A,0.27052,-39.198679999999996,0.12846,0.29099,-24.550720000000002,-1.9404400000000002,1.36,0.74,6.4707,6.8245,0.0,0.0,1.09,0.26,0.31,1.6,0.885,50.6,18.1,5.52628,23,7.67547
441,V,Ti,B,0.22512,-38.92998,0.20623000000000002,0.29853,-33.582609999999995,-3.7829900000000003,1.54,0.79,6.4707,7.2564,0.0,0.2526,1.09,0.26,0.28,1.4,0.85167,50.6,7.6,5.562209999999999,23,3.67404
442,V,Ti,A,0.22512,-38.92998,0.20623000000000002,0.29853,-33.582609999999995,-3.7829900000000003,1.54,0.79,6.4707,7.2564,0.0,0.2526,1.09,0.26,0.28,1.4,0.85167,50.6,7.6,5.562209999999999,23,8.03872
443,V,Zr,B,0.23293000000000003,-38.84874,0.20332,0.40139,-25.80998,-3.23869,1.33,0.76,6.4707,6.8953,0.0,0.0,1.09,0.26,0.54,1.55,0.86,50.6,41.1,5.62216,23,3.6592
444,V,Zr,A,0.23293000000000003,-38.84874,0.20332,0.40139,-25.80998,-3.23869,1.33,0.76,6.4707,6.8953,0.0,0.0,1.09,0.26,0.54,1.55,0.86,50.6,41.1,5.62216,23,9.253860000000001
445,V,Hf,B,0.24206,-38.837540000000004,0.21068,0.43538999999999994,-29.40813,-3.4159800000000002,1.3,0.775,6.4707,7.6487,0.0,0.4432,1.09,0.26,0.63,1.55,0.85,50.6,0.0,5.67074,23,3.60952
446,V,Hf,A,0.24206,-38.837540000000004,0.21068,0.43538999999999994,-29.40813,-3.4159800000000002,1.3,0.775,6.4707,7.6487,0.0,0.4432,1.09,0.26,0.63,1.55,0.85,50.6,0.0,5.67074,23,9.76571
447,V,V,B,0.2119,-38.99542,0.2119,0.51977,-38.99542,-4.37084,1.63,0.84,6.4707,6.4707,0.0,0.0,1.09,0.26,0.26,1.35,0.7775,50.6,50.6,5.60975,23,3.7457
448,V,V,B,0.2119,-38.99542,0.2119,0.51977,-38.99542,-4.37084,1.63,0.84,6.4707,6.4707,0.0,0.0,1.09,0.26,0.26,1.35,0.7775,50.6,50.6,5.60975,23,3.7457
449,V,V,A,0.2119,-38.99542,0.2119,0.51977,-38.99542,-4.37084,1.63,0.84,6.4707,6.4707,0.0,0.0,1.09,0.26,0.26,1.35,0.7775,50.6,50.6,5.60975,23,6.0202
450,V,V,A,0.2119,-38.99542,0.2119,0.51977,-38.99542,-4.37084,1.63,0.84,6.4707,6.4707,0.0,0.0,1.09,0.26,0.26,1.35,0.7775,50.6,50.6,5.60975,23,6.0202
451,V,Nb,B,0.27131,-38.63685,0.34786999999999996,0.38569000000000003,-32.00793,-4.61268,1.6,0.82,6.4707,6.275,0.0,0.0864,1.09,0.26,0.51,1.45,0.82,50.6,86.1,5.72922,23,4.943569999999999
452,V,Nb,A,0.27131,-38.63685,0.34786999999999996,0.38569000000000003,-32.00793,-4.61268,1.6,0.82,6.4707,6.275,0.0,0.0864,1.09,0.26,0.51,1.45,0.82,50.6,86.1,5.72922,23,6.32709
453,V,Ta,B,0.27654,-38.560190000000006,0.3177,0.4091,-35.64177,-5.121630000000001,1.5,0.83,6.4707,7.3632,0.0,1.1716,1.09,0.26,0.605,1.45,0.82,50.6,31.0,5.76039,23,4.54609
454,V,Ta,A,0.27654,-38.560190000000006,0.3177,0.4091,-35.64177,-5.121630000000001,1.5,0.83,6.4707,7.3632,0.0,1.1716,1.09,0.26,0.605,1.45,0.82,50.6,31.0,5.76039,23,6.685910000000001
455,V,Cr,B,0.22981,-38.99691,0.54577,0.34631999999999996,-43.99357,-4.42535,1.66,0.89,6.4707,6.7401,0.0,1.3828,1.09,0.26,0.25,1.4,0.94,50.6,64.3,5.64666,23,4.41348
456,V,Cr,A,0.22981,-38.99691,0.54577,0.34631999999999996,-43.99357,-4.42535,1.66,0.89,6.4707,6.7401,0.0,1.3828,1.09,0.26,0.25,1.4,0.94,50.6,64.3,5.64666,23,5.36006
457,V,Mo,B,0.19946,-38.71438,0.5007,0.36633000000000004,-36.21157,-4.7041699999999995,2.16,0.88,6.4707,6.4838,0.0,1.3549,1.09,0.26,0.49,1.45,0.775,50.6,71.9,5.70028,23,3.58348
458,V,Mo,A,0.19946,-38.71438,0.5007,0.36633000000000004,-36.21157,-4.7041699999999995,2.16,0.88,6.4707,6.4838,0.0,1.3549,1.09,0.26,0.49,1.45,0.775,50.6,71.9,5.70028,23,4.96738
459,V,W,B,0.22791,-38.5963,0.47008999999999995,0.39784,-39.63302,-5.4217900000000006,2.36,0.885,6.4707,7.6293,0.0,1.9369,1.09,0.26,0.59,1.35,0.76667,50.6,78.6,5.83948,23,4.01049
460,V,W,A,0.22791,-38.5963,0.47008999999999995,0.39784,-39.63302,-5.4217900000000006,2.36,0.885,6.4707,7.6293,0.0,1.9369,1.09,0.26,0.59,1.35,0.76667,50.6,78.6,5.83948,23,5.22431
461,V,Mn,B,0.2423,-39.07277,0.68212,0.33447,-48.679829999999995,-4.3840699999999995,1.55,0.94,6.4707,8.2684,0.0,1.8221,1.09,0.26,0.23,1.4,0.6483300000000001,50.6,0.0,5.64666,23,4.41346
462,V,Mn,A,0.2423,-39.07277,0.68212,0.33447,-48.679829999999995,-4.3840699999999995,1.55,0.94,6.4707,8.2684,0.0,1.8221,1.09,0.26,0.23,1.4,0.6483300000000001,50.6,0.0,5.64666,23,5.74899
463,V,Re,B,0.23676999999999998,-38.70727,0.62379,0.37816,-43.27848,-5.22441,1.9,0.94,6.4707,7.853,0.0,2.7319,1.09,0.26,0.565,1.35,0.7125,50.6,14.5,5.73494,23,3.94014
464,V,Re,A,0.23676999999999998,-38.70727,0.62379,0.37816,-43.27848,-5.22441,1.9,0.94,6.4707,7.853,0.0,2.7319,1.09,0.26,0.565,1.35,0.7125,50.6,14.5,5.73494,23,5.0673699999999995
465,V,Fe,B,0.23948000000000003,-39.18543,0.8241,0.35479,-53.64975,-4.28716,1.83,0.99,6.4707,8.5601,0.0,2.304,1.09,0.26,0.22,1.4,0.8525,50.6,15.7,5.7463,23,4.7009300000000005
466,V,Fe,A,0.23948000000000003,-39.18543,0.8241,0.35479,-53.64975,-4.28716,1.83,0.99,6.4707,8.5601,0.0,2.304,1.09,0.26,0.22,1.4,0.8525,50.6,15.7,5.7463,23,6.02963
467,V,Al,B,0.28359,-39.192479999999996,0.0,0.0,5.938280000000001,-2.82754,1.61,1.66,6.4707,5.7109,0.0,0.2572,1.09,0.26,0.0,1.25,0.675,50.6,42.5,5.48939,23,3.2837300000000003
468,V,Al,A,0.28359,-39.192479999999996,0.0,0.0,5.938280000000001,-2.82754,1.61,1.66,6.4707,5.7109,0.0,0.2572,1.09,0.26,0.0,1.25,0.675,50.6,42.5,5.48939,23,5.91477
469,V,Ga,B,0.27076,-39.209590000000006,0.9996,0.9988299999999999,2.33601,-2.6867799999999997,1.81,1.68,6.4707,5.6565,0.0,0.1686,1.09,0.26,0.17,1.3,0.76,50.6,28.9,5.47915,23,3.35094
470,V,Ga,A,0.27076,-39.209590000000006,0.9996,0.9988299999999999,2.33601,-2.6867799999999997,1.81,1.68,6.4707,5.6565,0.0,0.1686,1.09,0.26,0.17,1.3,0.76,50.6,28.9,5.47915,23,6.4486099999999995
471,V,In,B,0.26705,-39.158609999999996,0.99936,0.99629,3.18361,-1.7865400000000002,1.78,1.6,6.4707,5.3782,0.0,0.2822,1.09,0.26,0.36,1.55,0.94,50.6,28.9,5.44447,23,2.8644700000000003
472,V,In,A,0.26705,-39.158609999999996,0.99936,0.99629,3.18361,-1.7865400000000002,1.78,1.6,6.4707,5.3782,0.0,0.2822,1.09,0.26,0.36,1.55,0.94,50.6,28.9,5.44447,23,9.07295
473,V,Ge,B,0.25193000000000004,-38.870059999999995,0.9999399999999999,0.99934,-0.29706,-4.70606,2.01,1.92,6.4707,7.4167,0.0,0.934,1.09,0.26,0.16,1.25,0.77,50.6,119.0,5.89162,23,4.024859999999999
474,V,Ge,A,0.25193000000000004,-38.870059999999995,0.9999399999999999,0.99934,-0.29706,-4.70606,2.01,1.92,6.4707,7.4167,0.0,0.934,1.09,0.26,0.16,1.25,0.77,50.6,119.0,5.89162,23,5.057230000000001
475,V,Sn,B,0.23654,-38.847809999999996,0.99985,0.99872,1.00125,-3.6598699999999997,1.96,1.84,6.4707,6.8885,0.0,1.0258,1.09,0.26,0.345,1.45,0.83,50.6,107.3,5.81269,23,4.40257
476,V,Sb,B,0.2869,-38.67726,0.9999600000000001,0.9992200000000001,-0.1575,-4.2666900000000005,2.05,2.08,6.4707,8.3266,0.0,1.8032,1.09,0.26,0.335,1.45,0.83,50.6,103.2,5.9543099999999995,23,3.24396
477,V,Sb,A,0.2869,-38.67726,0.9999600000000001,0.9992200000000001,-0.1575,-4.2666900000000005,2.05,2.08,6.4707,8.3266,0.0,1.8032,1.09,0.26,0.335,1.45,0.83,50.6,103.2,5.9543099999999995,23,8.15972
478,Cr,Sc,B,0.3724,-43.51279,0.12641,0.29675,-24.3281,-1.7042599999999999,1.36,0.74,6.7401,6.8245,1.3828,0.0,1.07,0.25,0.31,1.6,0.885,64.3,18.1,5.56264,24,4.24679
479,Cr,Sc,A,0.3724,-43.51279,0.12641,0.29675,-24.3281,-1.7042599999999999,1.36,0.74,6.7401,6.8245,1.3828,0.0,1.07,0.25,0.31,1.6,0.885,64.3,18.1,5.56264,24,9.554
480,Cr,Ti,B,0.354,-43.313390000000005,0.20172,0.30178,-33.32077,-3.3797699999999997,1.54,0.79,6.7401,7.2564,1.3828,0.2526,1.07,0.25,0.28,1.4,0.85167,64.3,7.6,5.5988,24,4.066269999999999
481,Cr,Ti,A,0.354,-43.313390000000005,0.20172,0.30178,-33.32077,-3.3797699999999997,1.54,0.79,6.7401,7.2564,1.3828,0.2526,1.07,0.25,0.28,1.4,0.85167,64.3,7.6,5.5988,24,8.33715
482,Cr,Zr,B,0.35397,-43.23731,0.2001,0.41008999999999995,-25.30783,-2.74037,1.33,0.76,6.7401,6.8953,1.3828,0.0,1.07,0.25,0.54,1.55,0.86,64.3,41.1,5.65916,24,3.95076
483,Cr,Zr,A,0.35397,-43.23731,0.2001,0.41008999999999995,-25.30783,-2.74037,1.33,0.76,6.7401,6.8953,1.3828,0.0,1.07,0.25,0.54,1.55,0.86,64.3,41.1,5.65916,24,9.55603
484,Zn,Cr,B,0.9995299999999999,-80.30941,0.5110399999999999,0.37219,-44.20075,-3.60045,1.66,0.89,9.6186,6.7401,0.0,1.3828,0.82,0.175,0.25,1.4,0.94,0.0,64.3,5.89119,30,3.84121
485,Zn,Cr,A,0.9995299999999999,-80.30941,0.5110399999999999,0.37219,-44.20075,-3.60045,1.66,0.89,9.6186,6.7401,0.0,1.3828,0.82,0.175,0.25,1.4,0.94,0.0,64.3,5.89119,30,5.0386
486,Zn,Ta,B,0.99939,-80.02566,0.27379000000000003,0.46847,-35.66205,-4.155530000000001,1.5,0.83,9.6186,7.3632,0.0,1.1716,0.82,0.175,0.605,1.45,0.82,0.0,31.0,6.0098400000000005,30,4.04359
487,Zn,Ta,A,0.99939,-80.02566,0.27379000000000003,0.46847,-35.66205,-4.155530000000001,1.5,0.83,9.6186,7.3632,0.0,1.1716,0.82,0.175,0.605,1.45,0.82,0.0,31.0,6.0098400000000005,30,4.908
488,Zn,V,B,0.9995799999999999,-80.51123,0.33521999999999996,0.3352,-39.191390000000006,-3.5951699999999995,1.63,0.84,9.6186,6.4707,0.0,0.0,0.82,0.175,0.26,1.35,0.7775,0.0,50.6,5.85269,30,3.4801599999999997
489,Zn,V,A,0.9995799999999999,-80.51123,0.33521999999999996,0.3352,-39.191390000000006,-3.5951699999999995,1.63,0.84,9.6186,6.4707,0.0,0.0,0.82,0.175,0.26,1.35,0.7775,0.0,50.6,5.85269,30,4.8521
490,Zn,Nb,B,0.99946,-80.10461,0.29839,0.44705,-32.04656,-3.7949900000000003,1.6,0.82,9.6186,6.275,0.0,0.0864,0.82,0.175,0.51,1.45,0.82,0.0,86.1,5.97732,30,4.2415
491,Zn,Nb,A,0.99946,-80.10461,0.29839,0.44705,-32.04656,-3.7949900000000003,1.6,0.82,9.6186,6.275,0.0,0.0864,0.82,0.175,0.51,1.45,0.82,0.0,86.1,5.97732,30,4.94935
492,Zn,Hf,B,0.99954,-79.90406999999999,0.21179,0.46553999999999995,-27.668059999999997,-1.44826,1.3,0.775,9.6186,7.6487,0.0,0.4432,0.82,0.175,0.63,1.55,0.85,0.0,0.0,5.91632,30,3.40669
493,Zn,Hf,A,0.99954,-79.90406999999999,0.21179,0.46553999999999995,-27.668059999999997,-1.44826,1.3,0.775,9.6186,7.6487,0.0,0.4432,0.82,0.175,0.63,1.55,0.85,0.0,0.0,5.91632,30,7.55342
494,Zn,Zr,B,0.9996,-79.92494,0.20207999999999998,0.44696,-24.1786,-1.38361,1.33,0.76,9.6186,6.8953,0.0,0.0,0.82,0.175,0.54,1.55,0.86,0.0,41.1,5.86564,30,2.85908
495,Zn,Zr,A,0.9996,-79.92494,0.20207999999999998,0.44696,-24.1786,-1.38361,1.33,0.76,9.6186,6.8953,0.0,0.0,0.82,0.175,0.54,1.55,0.86,0.0,41.1,5.86564,30,7.61912
496,Zn,Ti,B,0.99961,-79.8225,0.19632,0.326,-32.06815,-1.80952,1.54,0.79,9.6186,7.2564,0.0,0.2526,0.82,0.175,0.28,1.4,0.85167,0.0,7.6,5.8030800000000005,30,3.6124300000000003
497,Zn,Ti,A,0.99961,-79.8225,0.19632,0.326,-32.06815,-1.80952,1.54,0.79,9.6186,7.2564,0.0,0.2526,0.82,0.175,0.28,1.4,0.85167,0.0,7.6,5.8030800000000005,30,6.55119
498,Zn,Sc,B,0.99959,-79.53971,0.12641,0.34367,-24.08843,-1.06564,1.36,0.74,9.6186,6.8245,0.0,0.0,0.82,0.175,0.31,1.6,0.885,0.0,18.1,5.76559,30,4.85541
499,Zn,Sc,A,0.99959,-79.53971,0.12641,0.34367,-24.08843,-1.06564,1.36,0.74,9.6186,6.8245,0.0,0.0,0.82,0.175,0.31,1.6,0.885,0.0,18.1,5.76559,30,7.63271
500,Ag,Sb,B,0.9885700000000001,-52.243120000000005,0.99995,0.9990600000000001,2.2967299999999997,-1.8044900000000001,2.05,2.08,7.1384,8.3266,1.2177,1.8032,1.045,0.385,0.335,1.45,0.83,125.6,103.2,6.20937,47,6.02048
501,Ag,Sb,A,0.9885700000000001,-52.243120000000005,0.99995,0.9990600000000001,2.2967299999999997,-1.8044900000000001,2.05,2.08,7.1384,8.3266,1.2177,1.8032,1.045,0.385,0.335,1.45,0.83,125.6,103.2,6.20937,47,6.0229099999999995
502,Ag,Sn,B,0.9759,-52.678309999999996,0.99989,0.99872,3.53588,-1.21417,1.96,1.84,7.1384,6.8885,1.2177,1.0258,1.045,0.385,0.345,1.45,0.83,125.6,107.3,6.06168,47,7.09622
503,Ag,Sn,A,0.9759,-52.678309999999996,0.99989,0.99872,3.53588,-1.21417,1.96,1.84,7.1384,6.8885,1.2177,1.0258,1.045,0.385,0.345,1.45,0.83,125.6,107.3,6.06168,47,6.87034
504,Ag,In,B,0.9758600000000001,-52.75572,0.9997,0.98972,4.88237,-0.8470799999999999,1.78,1.6,7.1384,5.3782,1.2177,0.2822,1.045,0.385,0.36,1.55,0.94,125.6,28.9,5.67769,47,4.95955
505,Ag,In,A,0.9758600000000001,-52.75572,0.9997,0.98972,4.88237,-0.8470799999999999,1.78,1.6,7.1384,5.3782,1.2177,0.2822,1.045,0.385,0.36,1.55,0.94,125.6,28.9,5.67769,47,7.47665
506,Ag,Ga,B,0.9506600000000001,-53.23746,0.99975,0.9984799999999999,4.18976,-1.2653,1.81,1.68,7.1384,5.6565,1.2177,0.1686,1.045,0.385,0.17,1.3,0.76,125.6,28.9,5.7138599999999995,47,6.4456
507,Ag,Ga,A,0.9506600000000001,-53.23746,0.99975,0.9984799999999999,4.18976,-1.2653,1.81,1.68,7.1384,5.6565,1.2177,0.1686,1.045,0.385,0.17,1.3,0.76,125.6,28.9,5.7138599999999995,47,6.86345
508,Ag,Al,B,0.95688,-53.46165,0.0,0.0,7.091489999999999,-1.2667700000000002,1.61,1.66,7.1384,5.7109,1.2177,0.2572,1.045,0.385,0.0,1.25,0.675,125.6,42.5,5.724530000000001,47,6.71045
509,Ag,Al,A,0.95688,-53.46165,0.0,0.0,7.091489999999999,-1.2667700000000002,1.61,1.66,7.1384,5.7109,1.2177,0.2572,1.045,0.385,0.0,1.25,0.675,125.6,42.5,5.724530000000001,47,6.3551400000000005
510,Ag,Fe,B,0.97359,-53.60978000000001,0.7258899999999999,0.45169,-54.20267,-2.85372,1.83,0.99,7.1384,8.5601,1.2177,2.304,1.045,0.385,0.22,1.4,0.8525,125.6,15.7,5.99245,47,6.32915
511,Ag,Fe,A,0.97359,-53.60978000000001,0.7258899999999999,0.45169,-54.20267,-2.85372,1.83,0.99,7.1384,8.5601,1.2177,2.304,1.045,0.385,0.22,1.4,0.8525,125.6,15.7,5.99245,47,5.041919999999999
512,Ag,Mn,B,0.98209,-53.58866999999999,0.62239,0.38906999999999997,-49.2763,-3.05432,1.55,0.94,7.1384,8.2684,1.2177,1.8221,1.045,0.385,0.23,1.4,0.6483300000000001,125.6,0.0,5.88854,47,5.77503
513,Ag,Mn,A,0.98209,-53.58866999999999,0.62239,0.38906999999999997,-49.2763,-3.05432,1.55,0.94,7.1384,8.2684,1.2177,1.8221,1.045,0.385,0.23,1.4,0.6483300000000001,125.6,0.0,5.88854,47,4.78423
514,Ag,Re,B,0.99744,-54.629259999999995,0.5837899999999999,0.3887,-43.68717,-4.52937,1.9,0.94,7.1384,7.853,1.2177,2.7319,1.045,0.385,0.565,1.35,0.7125,125.6,14.5,5.9806,47,3.7078
515,Ag,Re,A,0.99744,-54.629259999999995,0.5837899999999999,0.3887,-43.68717,-4.52937,1.9,0.94,7.1384,7.853,1.2177,2.7319,1.045,0.385,0.565,1.35,0.7125,125.6,14.5,5.9806,47,3.8848800000000003
516,Ag,W,B,0.9966200000000001,-54.70045,0.43293000000000004,0.39198,-39.78967,-4.48043,2.36,0.885,7.1384,7.6293,1.2177,1.9369,1.045,0.385,0.59,1.35,0.76667,125.6,78.6,6.08962,47,3.0354799999999997
517,Ag,W,A,0.9966200000000001,-54.70045,0.43293000000000004,0.39198,-39.78967,-4.48043,2.36,0.885,7.1384,7.6293,1.2177,1.9369,1.045,0.385,0.59,1.35,0.76667,125.6,78.6,6.08962,47,3.87581
518,Ag,Cr,B,0.98754,-53.33902,0.50157,0.38429,-44.232690000000005,-2.91059,1.66,0.89,7.1384,6.7401,1.2177,1.3828,1.045,0.385,0.25,1.4,0.94,125.6,64.3,5.88854,47,5.34975
519,Ag,Cr,A,0.98754,-53.33902,0.50157,0.38429,-44.232690000000005,-2.91059,1.66,0.89,7.1384,6.7401,1.2177,1.3828,1.045,0.385,0.25,1.4,0.94,125.6,64.3,5.88854,47,4.516
520,Ag,Mo,B,0.9964700000000001,-54.1311,0.46488,0.38341,-36.33019,-3.6438800000000002,2.16,0.88,7.1384,6.4838,1.2177,1.3549,1.045,0.385,0.49,1.45,0.775,125.6,71.9,5.944459999999999,47,3.6114900000000003
521,Ag,Mo,A,0.9964700000000001,-54.1311,0.46488,0.38341,-36.33019,-3.6438800000000002,2.16,0.88,7.1384,6.4838,1.2177,1.3549,1.045,0.385,0.49,1.45,0.775,125.6,71.9,5.944459999999999,47,4.00772
522,Ag,Nb,B,0.99484,-53.59737,0.29708,0.38211,-31.568109999999997,-2.7755799999999997,1.6,0.82,7.1384,6.275,1.2177,0.0864,1.045,0.385,0.51,1.45,0.82,125.6,86.1,5.97464,47,3.5774800000000004
523,Ag,Nb,A,0.99484,-53.59737,0.29708,0.38211,-31.568109999999997,-2.7755799999999997,1.6,0.82,7.1384,6.275,1.2177,0.0864,1.045,0.385,0.51,1.45,0.82,125.6,86.1,5.97464,47,6.093369999999999
524,Mn,Ti,B,0.45873,-47.82393,0.19847,0.3041,-33.029720000000005,-2.99946,1.54,0.79,8.2684,7.2564,1.8221,0.2526,0.99,0.23,0.28,1.4,0.85167,0.0,7.6,5.5988,25,4.4069199999999995
525,Mn,Ti,A,0.45873,-47.82393,0.19847,0.3041,-33.029720000000005,-2.99946,1.54,0.79,8.2684,7.2564,1.8221,0.2526,0.99,0.23,0.28,1.4,0.85167,0.0,7.6,5.5988,25,8.48658
