,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite X,Bsite CS,Asite IP,Bsite IP,Asite EA,Bsite EA,Asite s,Asite d,Bsite d,Bsite atomic_radius,Bsite average_ionic_radius,Asite exp_EA,Bsite exp_EA,GM,Asite Z,Work function
975,Sb,V,B,0.9999399999999999,-1.13286,0.36443000000000003,0.29039,-39.19985,-4.22876,1.63,0.84,8.3266,6.4707,1.8032,0.0,0.83,0.335,0.26,1.35,0.7775,103.2,50.6,5.9543099999999995,51,2.98327
976,Sb,V,A,0.9999399999999999,-1.13286,0.36443000000000003,0.29039,-39.19985,-4.22876,1.63,0.84,8.3266,6.4707,1.8032,0.0,0.83,0.335,0.26,1.35,0.7775,103.2,50.6,5.9543099999999995,51,3.94029
977,Sb,Cr,B,0.9999399999999999,-0.98698,0.55089,0.31711,-43.920559999999995,-4.17349,1.66,0.89,8.3266,6.7401,1.8032,1.3828,0.83,0.335,0.25,1.4,0.94,103.2,64.3,5.99349,51,3.4370800000000004
978,Sb,Cr,A,0.9999399999999999,-0.98698,0.55089,0.31711,-43.920559999999995,-4.17349,1.66,0.89,8.3266,6.7401,1.8032,1.3828,0.83,0.335,0.25,1.4,0.94,103.2,64.3,5.99349,51,3.9690199999999995
979,Mg,Ir,B,0.0,-44.588440000000006,0.8611,0.48702,-50.17328,-3.55188,2.2,1.05,7.9081,8.2164,0.0,2.166,0.9,0.0,0.526,1.35,0.765,0.0,151.0,6.13349,12,5.5132
980,Mg,Ir,A,0.0,-44.588440000000006,0.8611,0.48702,-50.17328,-3.55188,2.2,1.05,7.9081,8.2164,0.0,2.166,0.9,0.0,0.526,1.35,0.765,0.0,151.0,6.13349,12,4.94992
981,Cs,Ir,A,0.0,-5.64776,0.81013,0.43543999999999994,-64.22166,-2.39365,2.2,1.05,3.6887,8.2164,0.5471,2.166,1.71,0.0,0.526,1.35,0.765,45.5,151.0,5.50292,55,2.3900900000000003
982,Cs,Ir,B,0.0,-5.64776,0.81013,0.43543999999999994,-64.22166,-2.39365,2.2,1.05,3.6887,8.2164,0.5471,2.166,1.71,0.0,0.526,1.35,0.765,45.5,151.0,5.50292,55,6.054180000000001
983,Rb,Ir,A,0.0,-8.55835,0.80009,0.49748000000000003,-9.99596,-2.57647,2.2,1.05,4.0528,8.2164,0.5794,2.166,1.67,0.71,0.526,1.35,0.765,46.9,151.0,5.58142,37,2.4703
984,Rb,Ir,B,0.0,-8.55835,0.80009,0.49748000000000003,-9.99596,-2.57647,2.2,1.05,4.0528,8.2164,0.5794,2.166,1.67,0.71,0.526,1.35,0.765,46.9,151.0,5.58142,37,5.91909
985,K,Ir,A,0.0,-11.75033,0.82536,0.49816000000000005,-50.93351,-2.83778,2.2,1.05,4.2663,8.2164,0.5992,2.166,1.54,0.37,0.526,1.35,0.765,48.4,151.0,5.61907,19,2.9087
986,K,Ir,B,0.0,-11.75033,0.82536,0.49816000000000005,-50.93351,-2.83778,2.2,1.05,4.2663,8.2164,0.5992,2.166,1.54,0.37,0.526,1.35,0.765,48.4,151.0,5.61907,19,5.72232
987,Na,Ir,A,0.0,-23.06652,0.8716200000000001,0.44872,-48.15735,-3.0278,2.2,1.05,5.118,8.2164,0.6796,2.166,1.1,0.0,0.526,1.35,0.765,52.8,151.0,5.80591,11,4.06539
988,Na,Ir,B,0.0,-23.06652,0.8716200000000001,0.44872,-48.15735,-3.0278,2.2,1.05,5.118,8.2164,0.6796,2.166,1.1,0.0,0.526,1.35,0.765,52.8,151.0,5.80591,11,5.53299
989,Li,Ir,A,0.0,0.0,0.81166,0.54098,-57.99671,-3.17339,2.2,1.05,5.3425,8.2164,0.7046,2.166,0.985,0.0,0.526,1.35,0.765,59.6,151.0,5.86969,3,5.62936
990,Li,Ir,B,0.0,0.0,0.81166,0.54098,-57.99671,-3.17339,2.2,1.05,5.3425,8.2164,0.7046,2.166,0.985,0.0,0.526,1.35,0.765,59.6,151.0,5.86969,3,5.7089
991,Mg,Ru,A,0.0,-44.58528,0.74245,0.35165,-43.92882,-3.4681699999999998,2.2,1.0,7.9081,6.8007,0.0,1.3893,0.9,0.0,0.45,1.3,0.661,0.0,101.3,5.913869999999999,12,4.7569300000000005
992,Mg,Ru,B,0.0,-44.58528,0.74245,0.35165,-43.92882,-3.4681699999999998,2.2,1.0,7.9081,6.8007,0.0,1.3893,0.9,0.0,0.45,1.3,0.661,0.0,101.3,5.913869999999999,12,2.05268
993,Mg,Os,A,0.0,-45.20276,0.73978,0.31183,-47.00266,-3.94755,2.2,0.995,7.9081,8.0462,0.0,3.5529,0.9,0.0,0.543,1.3,0.673,0.0,106.1,6.01545,12,4.21626
994,Mg,Os,B,0.0,-45.20276,0.73978,0.31183,-47.00266,-3.94755,2.2,0.995,7.9081,8.0462,0.0,3.5529,0.9,0.0,0.543,1.3,0.673,0.0,106.1,6.01545,12,1.92061
995,Sr,Ru,A,0.0,-16.33905,0.8192299999999999,0.45435,-52.61294,-3.3127800000000005,2.2,1.0,5.7777,6.8007,0.0,1.3893,1.42,0.633,0.45,1.3,0.661,5.03,101.3,5.2152,38,2.49613
996,Sr,Ru,B,0.0,-16.33905,0.8192299999999999,0.45435,-52.61294,-3.3127800000000005,2.2,1.0,5.7777,6.8007,0.0,1.3893,1.42,0.633,0.45,1.3,0.661,5.03,101.3,5.2152,38,4.8777099999999995
997,Y,Ru,A,0.13957999999999998,-24.30472,0.8862700000000001,0.42462,-40.12472,-4.17899,2.2,1.0,6.5236,6.8007,0.0,1.3893,1.32,0.58,0.45,1.3,0.661,29.6,101.3,5.725630000000001,39,3.63631
998,Y,Ru,B,0.13957999999999998,-24.30472,0.8862700000000001,0.42462,-40.12472,-4.17899,2.2,1.0,6.5236,6.8007,0.0,1.3893,1.32,0.58,0.45,1.3,0.661,29.6,101.3,5.725630000000001,39,3.64845
999,V,Ru,A,0.20809,-40.72671,0.8533,0.47363,-43.57938,-4.46139,2.2,1.0,6.4707,6.8007,0.0,1.3893,1.09,0.26,0.45,1.3,0.661,50.6,101.3,5.86578,23,6.51219
1000,V,Ru,B,0.20809,-40.72671,0.8533,0.47363,-43.57938,-4.46139,2.2,1.0,6.4707,6.8007,0.0,1.3893,1.09,0.26,0.45,1.3,0.661,50.6,101.3,5.86578,23,3.5353
1001,Mn,Ru,A,0.5586399999999999,-47.65303,0.76581,0.37703000000000003,-43.80032,-4.52969,2.2,1.0,8.2684,6.8007,1.8221,1.3893,0.99,0.23,0.45,1.3,0.661,0.0,101.3,5.90437,25,6.45867
1002,Mn,Ru,B,0.5586399999999999,-47.65303,0.76581,0.37703000000000003,-43.80032,-4.52969,2.2,1.0,8.2684,6.8007,1.8221,1.3893,0.99,0.23,0.45,1.3,0.661,0.0,101.3,5.90437,25,4.81571
1003,Mn,Os,A,0.52564,-47.61561,0.78604,0.35805,-47.18784,-4.34909,2.2,0.995,8.2684,8.0462,1.8221,3.5529,0.99,0.23,0.543,1.3,0.673,0.0,106.1,6.0058,25,6.0660099999999995
1004,Mn,Os,B,0.52564,-47.61561,0.78604,0.35805,-47.18784,-4.34909,2.2,0.995,8.2684,8.0462,1.8221,3.5529,0.99,0.23,0.543,1.3,0.673,0.0,106.1,6.0058,25,4.59919
1005,Hg,Ir,A,0.9978899999999999,-12.47878,0.89008,0.46201000000000003,-58.31516,-2.88522,2.2,1.05,8.6343,8.2164,0.0,2.166,1.07,0.475,0.526,1.35,0.765,0.0,151.0,6.47318,80,5.18939
1006,Hg,Ir,B,0.9978899999999999,-12.47878,0.89008,0.46201000000000003,-58.31516,-2.88522,2.2,1.05,8.6343,8.2164,0.0,2.166,1.07,0.475,0.526,1.35,0.765,0.0,151.0,6.47318,80,5.90637
1007,Cd,Ir,A,0.99905,-63.37169,0.84075,0.46853,-50.50654,-3.6078699999999997,2.2,1.05,8.6893,8.2164,0.0,2.166,0.985,0.37,0.526,1.35,0.765,0.0,151.0,6.312469999999999,48,4.43588
1008,Cd,Ir,B,0.99905,-63.37169,0.84075,0.46853,-50.50654,-3.6078699999999997,2.2,1.05,8.6893,8.2164,0.0,2.166,0.985,0.37,0.526,1.35,0.765,0.0,151.0,6.312469999999999,48,5.87725
1009,Zn,Ir,A,0.9997299999999999,-79.25116,0.8597,0.5099,-86.10898,-4.4406099999999995,2.2,1.05,9.6186,8.2164,0.0,2.166,0.82,0.175,0.526,1.35,0.765,0.0,151.0,6.3470699999999995,30,5.64564
1010,Zn,Ir,B,0.9997299999999999,-79.25116,0.8597,0.5099,-86.10898,-4.4406099999999995,2.2,1.05,9.6186,8.2164,0.0,2.166,0.82,0.175,0.526,1.35,0.765,0.0,151.0,6.3470699999999995,30,5.7992300000000006
1011,Ag,Ir,A,0.9924799999999999,-15.951429999999998,0.83245,0.43483,-50.37378,-3.32079,2.2,1.05,7.1384,8.2164,1.2177,2.166,1.045,0.385,0.526,1.35,0.765,125.6,151.0,6.34422,47,4.777880000000001
1012,Ag,Ir,B,0.9924799999999999,-15.951429999999998,0.83245,0.43483,-50.37378,-3.32079,2.2,1.05,7.1384,8.2164,1.2177,2.166,1.045,0.385,0.526,1.35,0.765,125.6,151.0,6.34422,47,5.82869
1013,Mn,Ir,A,0.6244,-47.71761,0.85315,0.49105,-50.783609999999996,-4.60743,2.2,1.05,8.2684,8.2164,1.8221,2.166,0.99,0.23,0.526,1.35,0.765,0.0,151.0,6.12365,25,6.977
1014,Mn,Ir,B,0.6244,-47.71761,0.85315,0.49105,-50.783609999999996,-4.60743,2.2,1.05,8.2684,8.2164,1.8221,2.166,0.99,0.23,0.526,1.35,0.765,0.0,151.0,6.12365,25,5.3702
1015,Cr,Ir,A,0.29896,-43.49811,0.81666,0.45826999999999996,-53.32501,-3.8327699999999996,2.2,1.05,6.7401,8.2164,1.3828,2.166,1.07,0.25,0.526,1.35,0.765,64.3,151.0,6.12365,24,6.98124
1016,Cr,Ir,B,0.29896,-43.49811,0.81666,0.45826999999999996,-53.32501,-3.8327699999999996,2.2,1.05,6.7401,8.2164,1.3828,2.166,1.07,0.25,0.526,1.35,0.765,64.3,151.0,6.12365,24,5.30905
1017,V,Ir,A,0.34579,-38.94775,0.9227299999999999,0.49633,-36.6017,-4.477519999999999,2.2,1.05,6.4707,8.2164,0.0,2.166,1.09,0.26,0.526,1.35,0.765,50.6,151.0,6.08362,23,7.018489999999999
1018,V,Ir,B,0.34579,-38.94775,0.9227299999999999,0.49633,-36.6017,-4.477519999999999,2.2,1.05,6.4707,8.2164,0.0,2.166,1.09,0.26,0.526,1.35,0.765,50.6,151.0,6.08362,23,5.35584
1019,Y,Ir,A,0.15659,-24.5257,0.93786,0.42568,-54.42462,-4.39119,2.2,1.05,6.5236,8.2164,0.0,2.166,1.32,0.58,0.526,1.35,0.765,29.6,151.0,5.938269999999999,39,3.0333200000000002
1020,Y,Ir,B,0.15659,-24.5257,0.93786,0.42568,-54.42462,-4.39119,2.2,1.05,6.5236,8.2164,0.0,2.166,1.32,0.58,0.526,1.35,0.765,29.6,151.0,5.938269999999999,39,5.57008
1021,Ba,Ir,A,0.0,-11.06371,0.8746,0.46132,-49.137859999999996,-2.8193099999999998,2.2,1.05,5.1752,8.2164,0.0797,2.166,1.515,0.94,0.526,1.35,0.765,13.95,151.0,5.60975,56,1.8926
1022,Ba,Ir,B,0.0,-11.06371,0.8746,0.46132,-49.137859999999996,-2.8193099999999998,2.2,1.05,5.1752,8.2164,0.0797,2.166,1.515,0.94,0.526,1.35,0.765,13.95,151.0,5.60975,56,6.04413
1023,Sr,Ir,A,0.0,-16.40792,0.8193799999999999,0.39576,-53.23765,-2.98849,2.2,1.05,5.7777,8.2164,0.0,2.166,1.42,0.633,0.526,1.35,0.765,5.03,151.0,5.40888,38,2.5556400000000004
1024,Sr,Ir,B,0.0,-16.40792,0.8193799999999999,0.39576,-53.23765,-2.98849,2.2,1.05,5.7777,8.2164,0.0,2.166,1.42,0.633,0.526,1.35,0.765,5.03,151.0,5.40888,38,5.94925
1025,Ca,Ir,A,0.0,-22.03872,0.8776700000000001,0.36589,-4.85198,-3.0638900000000002,2.2,1.05,6.2588,8.2164,0.0,2.166,1.32,0.34,0.526,1.35,0.765,2.37,151.0,5.512980000000001,20,3.4119
1026,Ca,Ir,B,0.0,-22.03872,0.8776700000000001,0.36589,-4.85198,-3.0638900000000002,2.2,1.05,6.2588,8.2164,0.0,2.166,1.32,0.34,0.526,1.35,0.765,2.37,151.0,5.512980000000001,20,5.83327
1027,K,Ru,B,0.0,-11.61914,0.70699,0.56306,-48.72663,-2.9830200000000002,2.2,1.0,4.2663,6.8007,0.5992,1.3893,1.54,0.37,0.45,1.3,0.661,48.4,101.3,5.41787,19,5.33511
1028,K,Ru,A,0.0,-11.61914,0.70699,0.56306,-48.72663,-2.9830200000000002,2.2,1.0,4.2663,6.8007,0.5992,1.3893,1.54,0.37,0.45,1.3,0.661,48.4,101.3,5.41787,19,2.82992
1029,Na,Os,A,0.0,-23.9744,0.69175,0.37509000000000003,-45.0365,-3.7851,2.2,0.995,5.118,8.0462,0.6796,3.5529,1.1,0.0,0.543,1.3,0.673,52.8,106.1,5.69418,11,3.40297
1030,Na,Os,B,0.0,-23.9744,0.69175,0.37509000000000003,-45.0365,-3.7851,2.2,0.995,5.118,8.0462,0.6796,3.5529,1.1,0.0,0.543,1.3,0.673,52.8,106.1,5.69418,11,4.48666
1031,Sb,Ir,A,0.9130299999999999,-0.8433200000000001,0.93885,0.46238,-50.04467,-4.31255,2.2,1.05,8.3266,8.2164,1.8032,2.166,0.83,0.335,0.526,1.35,0.765,103.2,151.0,6.45728,51,4.49389
1032,Sb,Ir,B,0.9130299999999999,-0.8433200000000001,0.93885,0.46238,-50.04467,-4.31255,2.2,1.05,8.3266,8.2164,1.8032,2.166,0.83,0.335,0.526,1.35,0.765,103.2,151.0,6.45728,51,5.52946
1033,Pb,Ir,A,0.9998,2.08766,0.87149,0.4044,-50.03696,-2.9676400000000003,2.2,1.05,6.6709,8.2164,1.0412,2.166,0.96,0.45,0.526,1.35,0.765,35.1,151.0,6.18179,82,3.7238300000000004
1034,Pb,Ir,B,0.9998,2.08766,0.87149,0.4044,-50.03696,-2.9676400000000003,2.2,1.05,6.6709,8.2164,1.0412,2.166,0.96,0.45,0.526,1.35,0.765,35.1,151.0,6.18179,82,5.9619
1035,Sn,Ir,A,0.99985,1.1283100000000001,0.88718,0.3728,-53.387159999999994,-3.03235,2.2,1.05,6.8885,8.2164,1.0258,2.166,0.88,0.345,0.526,1.35,0.765,107.3,151.0,6.3037,50,4.43711
1036,Sn,Ir,B,0.99985,1.1283100000000001,0.88718,0.3728,-53.387159999999994,-3.03235,2.2,1.05,6.8885,8.2164,1.0258,2.166,0.88,0.345,0.526,1.35,0.765,107.3,151.0,6.3037,50,5.8697
1037,Ge,Ir,A,0.99989,0.4891,0.82845,0.5015,-11.18506,-3.3820900000000003,2.2,1.05,7.4167,8.2164,0.934,2.166,0.72,0.16,0.526,1.35,0.765,119.0,151.0,6.3893,32,5.11206
1038,Ge,Ir,B,0.99989,0.4891,0.82845,0.5015,-11.18506,-3.3820900000000003,2.2,1.05,7.4167,8.2164,0.934,2.166,0.72,0.16,0.526,1.35,0.765,119.0,151.0,6.3893,32,5.70525
1039,Na,Ru,A,0.0,-23.021160000000002,0.7669699999999999,0.45423,-44.493,-2.8324599999999998,2.2,1.0,5.118,6.8007,0.6796,1.3893,1.1,0.0,0.45,1.3,0.661,52.8,101.3,5.59802,11,4.04517
1040,Na,Ru,B,0.0,-23.021160000000002,0.7669699999999999,0.45423,-44.493,-2.8324599999999998,2.2,1.0,5.118,6.8007,0.6796,1.3893,1.1,0.0,0.45,1.3,0.661,52.8,101.3,5.59802,11,5.1496699999999995
1041,Li,Os,A,0.0,0.0,0.76298,0.45464,-40.4772,-3.6097599999999996,2.2,0.995,5.3425,8.0462,0.7046,3.5529,0.985,0.0,0.543,1.3,0.673,59.6,106.1,5.75672,3,4.76907
1042,Li,Os,B,0.0,0.0,0.76298,0.45464,-40.4772,-3.6097599999999996,2.2,0.995,5.3425,8.0462,0.7046,3.5529,0.985,0.0,0.543,1.3,0.673,59.6,106.1,5.75672,3,4.49815
1043,Li,Ru,A,0.0,0.0,0.79162,0.5088600000000001,-44.45028,-3.21916,2.2,1.0,5.3425,6.8007,0.7046,1.3893,0.985,0.0,0.45,1.3,0.661,59.6,101.3,5.65951,3,5.56233
1044,Li,Ru,B,0.0,0.0,0.79162,0.5088600000000001,-44.45028,-3.21916,2.2,1.0,5.3425,6.8007,0.7046,1.3893,0.985,0.0,0.45,1.3,0.661,59.6,101.3,5.65951,3,5.26318
1045,Bi,Ir,A,0.99969,-0.47102,0.93919,0.29885,-49.21703,-3.6465300000000003,2.2,1.05,7.9894,8.2164,1.7888,2.166,0.92,0.438,0.526,1.35,0.765,91.2,151.0,7.2104800000000004,83,3.74896
1046,Bi,Ir,B,0.99969,-0.47102,0.93919,0.29885,-49.21703,-3.6465300000000003,2.2,1.05,7.9894,8.2164,1.7888,2.166,0.92,0.438,0.526,1.35,0.765,91.2,151.0,7.2104800000000004,83,5.7278
1047,Tl,Ir,A,0.99941,4.08669,0.79964,0.52775,-52.097190000000005,-2.92837,2.2,1.05,5.273,8.2164,0.3103,2.166,1.015,0.463,0.526,1.35,0.765,19.2,151.0,5.9419900000000005,81,3.9471300000000005
1048,Tl,Ir,B,0.99941,4.08669,0.79964,0.52775,-52.097190000000005,-2.92837,2.2,1.05,5.273,8.2164,0.3103,2.166,1.015,0.463,0.526,1.35,0.765,19.2,151.0,5.9419900000000005,81,5.96175
1049,In,Ir,A,0.9996799999999999,3.1171900000000003,0.8612799999999999,0.43533,-50.4717,-3.6535300000000004,2.2,1.05,5.3782,8.2164,0.2822,2.166,0.94,0.36,0.526,1.35,0.765,28.9,151.0,5.90437,49,4.129519999999999
1050,In,Ir,B,0.9996799999999999,3.1171900000000003,0.8612799999999999,0.43533,-50.4717,-3.6535300000000004,2.2,1.05,5.3782,8.2164,0.2822,2.166,0.94,0.36,0.526,1.35,0.765,28.9,151.0,5.90437,49,5.926159999999999
1051,Ga,Ir,A,0.99985,3.41145,0.8766200000000001,0.44628,-32.61438,-2.86521,2.2,1.05,5.6565,8.2164,0.1686,2.166,0.76,0.17,0.526,1.35,0.765,28.9,151.0,5.9419900000000005,31,4.53717
1052,Ga,Ir,B,0.99985,3.41145,0.8766200000000001,0.44628,-32.61438,-2.86521,2.2,1.05,5.6565,8.2164,0.1686,2.166,0.76,0.17,0.526,1.35,0.765,28.9,151.0,5.9419900000000005,31,5.84081
1053,Cs,Ru,A,0.0,-5.7157,0.73452,0.43649,-44.22782,-2.51273,2.2,1.0,3.6887,6.8007,0.5471,1.3893,1.71,0.0,0.45,1.3,0.661,45.5,101.3,5.30587,55,2.2641299999999998
1054,Cs,Ru,B,0.0,-5.7157,0.73452,0.43649,-44.22782,-2.51273,2.2,1.0,3.6887,6.8007,0.5471,1.3893,1.71,0.0,0.45,1.3,0.661,45.5,101.3,5.30587,55,5.67783
1055,Rb,Os,A,0.0,-9.40912,0.72015,0.37326,-50.64376,-3.1124099999999997,2.2,0.995,4.0528,8.0462,0.5794,3.5529,1.67,0.71,0.543,1.3,0.673,46.9,106.1,5.47401,37,1.7355900000000002
1056,Rb,Os,B,0.0,-9.40912,0.72015,0.37326,-50.64376,-3.1124099999999997,2.2,0.995,4.0528,8.0462,0.5794,3.5529,1.67,0.71,0.543,1.3,0.673,46.9,106.1,5.47401,37,4.84809
1057,Zn,Ru,A,0.9995700000000001,-78.64961,0.75198,0.35663,-44.07125,-3.21569,2.2,1.0,9.6186,6.8007,0.0,1.3893,0.82,0.175,0.45,1.3,0.661,0.0,101.3,6.1198,30,5.52776
1058,Zn,Ru,B,0.9995700000000001,-78.64961,0.75198,0.35663,-44.07125,-3.21569,2.2,1.0,9.6186,6.8007,0.0,1.3893,0.82,0.175,0.45,1.3,0.661,0.0,101.3,6.1198,30,5.26369
1059,Zn,Os,A,0.99955,-79.81114000000001,0.7046100000000001,0.39524000000000004,-47.31573,-4.0915,2.2,0.995,9.6186,8.0462,0.0,3.5529,0.82,0.175,0.543,1.3,0.673,0.0,106.1,6.22492,30,4.72127
1060,Zn,Os,B,0.99955,-79.81114000000001,0.7046100000000001,0.39524000000000004,-47.31573,-4.0915,2.2,0.995,9.6186,8.0462,0.0,3.5529,0.82,0.175,0.543,1.3,0.673,0.0,106.1,6.22492,30,4.67823
1061,Hg,Ru,A,0.9982,-15.73581,0.8105899999999999,0.4501,-43.665490000000005,-3.07837,2.2,1.0,8.6343,6.8007,0.0,1.3893,1.07,0.475,0.45,1.3,0.661,0.0,101.3,6.24139,80,5.28045
1062,Hg,Ru,B,0.9982,-15.73581,0.8105899999999999,0.4501,-43.665490000000005,-3.07837,2.2,1.0,8.6343,6.8007,0.0,1.3893,1.07,0.475,0.45,1.3,0.661,0.0,101.3,6.24139,80,5.32487
1063,Ga,Os,A,0.99975,2.8077099999999997,0.7461899999999999,0.3451,-47.45146,-3.8637599999999996,2.2,0.995,5.6565,8.0462,0.1686,3.5529,0.76,0.17,0.543,1.3,0.673,28.9,106.1,5.82763,31,4.0780400000000006
1064,Ga,Os,B,0.99975,2.8077099999999997,0.7461899999999999,0.3451,-47.45146,-3.8637599999999996,2.2,0.995,5.6565,8.0462,0.1686,3.5529,0.76,0.17,0.543,1.3,0.673,28.9,106.1,5.82763,31,4.699
1065,Tl,Ru,A,0.9992200000000001,3.79771,0.7831100000000001,0.41403,-42.21653,-2.67625,2.2,1.0,5.273,6.8007,0.3103,1.3893,1.015,0.463,0.45,1.3,0.661,19.2,101.3,5.72922,81,4.042269999999999
1066,Tl,Ru,B,0.9992200000000001,3.79771,0.7831100000000001,0.41403,-42.21653,-2.67625,2.2,1.0,5.273,6.8007,0.3103,1.3893,1.015,0.463,0.45,1.3,0.661,19.2,101.3,5.72922,81,5.37175
1067,Sn,Os,A,0.9998600000000001,0.6254,0.71927,0.3378,-46.83943,-4.1224,2.2,0.995,6.8885,8.0462,1.0258,3.5529,0.88,0.345,0.543,1.3,0.673,107.3,106.1,6.18238,50,3.6066
1068,Sn,Os,B,0.9998600000000001,0.6254,0.71927,0.3378,-46.83943,-4.1224,2.2,0.995,6.8885,8.0462,1.0258,3.5529,0.88,0.345,0.543,1.3,0.673,107.3,106.1,6.18238,50,4.32351
1069,Pb,Ru,A,0.99954,1.9492099999999999,0.78493,0.40912,-46.285759999999996,-2.8311,2.2,1.0,6.6709,6.8007,1.0412,1.3893,0.96,0.45,0.45,1.3,0.661,35.1,101.3,5.96044,82,3.5187800000000005
1070,Pb,Ru,B,0.99954,1.9492099999999999,0.78493,0.40912,-46.285759999999996,-2.8311,2.2,1.0,6.6709,6.8007,1.0412,1.3893,0.96,0.45,0.45,1.3,0.661,35.1,101.3,5.96044,82,4.88467
1071,Sb,Ru,A,0.99998,-0.8237,0.9213899999999999,0.27539,-41.176759999999994,-3.50201,2.2,1.0,8.3266,6.8007,1.8032,1.3893,0.83,0.335,0.45,1.3,0.661,103.2,101.3,6.22607,51,4.50071
1072,Sb,Ru,B,0.99998,-0.8237,0.9213899999999999,0.27539,-41.176759999999994,-3.50201,2.2,1.0,8.3266,6.8007,1.8032,1.3893,0.83,0.335,0.45,1.3,0.661,103.2,101.3,6.22607,51,3.4797300000000004
1073,Rb,Ru,A,0.0,-8.38348,0.67213,0.36465,-44.436170000000004,-2.68169,2.2,1.0,4.0528,6.8007,0.5794,1.3893,1.67,0.71,0.45,1.3,0.661,46.9,101.3,5.3815599999999995,37,2.36242
1074,Rb,Ru,B,0.0,-8.38348,0.67213,0.36465,-44.436170000000004,-2.68169,2.2,1.0,4.0528,6.8007,0.5794,1.3893,1.67,0.71,0.45,1.3,0.661,46.9,101.3,5.3815599999999995,37,5.49035
1075,K,Os,A,0.0,-12.485610000000001,0.70015,0.4128,-46.98924,-3.57524,2.2,0.995,4.2663,8.0462,0.5992,3.5529,1.54,0.37,0.543,1.3,0.673,48.4,106.1,5.51093,19,2.21064
1076,K,Os,B,0.0,-12.485610000000001,0.70015,0.4128,-46.98924,-3.57524,2.2,0.995,4.2663,8.0462,0.5992,3.5529,1.54,0.37,0.543,1.3,0.673,48.4,106.1,5.51093,19,4.67474
1077,Li,Ni,B,0.0,0.0,0.9034700000000001,0.59208,-2.88333,-1.58856,1.91,1.09,5.3425,7.6545,0.7046,0.0837,0.985,0.0,0.195,1.35,0.74,59.6,112.0,5.63413,3,7.65031
1078,Li,Ni,A,0.0,0.0,0.9034700000000001,0.59208,-2.88333,-1.58856,1.91,1.09,5.3425,7.6545,0.7046,0.0837,0.985,0.0,0.195,1.35,0.74,59.6,112.0,5.63413,3,7.118310000000001
1079,Bi,Os,A,0.9999399999999999,-0.6984100000000001,0.8287100000000001,0.33266999999999997,-77.9802,-4.20338,2.2,0.995,7.9894,8.0462,1.7888,3.5529,0.92,0.438,0.543,1.3,0.673,91.2,106.1,7.07171,83,3.5899400000000004
1080,Bi,Os,B,0.9999399999999999,-0.6984100000000001,0.8287100000000001,0.33266999999999997,-77.9802,-4.20338,2.2,0.995,7.9894,8.0462,1.7888,3.5529,0.92,0.438,0.543,1.3,0.673,91.2,106.1,7.07171,83,3.80409
1081,Bi,Ru,A,0.99984,-0.16159,0.87829,0.38873,-46.56684,-3.43338,2.2,1.0,7.9894,6.8007,1.7888,1.3893,0.92,0.438,0.45,1.3,0.661,91.2,101.3,6.95229,83,3.80009
1082,Bi,Ru,B,0.99984,-0.16159,0.87829,0.38873,-46.56684,-3.43338,2.2,1.0,7.9894,6.8007,1.7888,1.3893,0.92,0.438,0.45,1.3,0.661,91.2,101.3,6.95229,83,3.6543
1083,Sb,Os,A,0.97516,-0.85414,0.76171,0.35982,-50.41787,-4.01903,2.2,0.995,8.3266,8.0462,1.8032,3.5529,0.83,0.335,0.543,1.3,0.673,103.2,106.1,6.33301,51,4.24184
1084,Sb,Os,B,0.97516,-0.85414,0.76171,0.35982,-50.41787,-4.01903,2.2,0.995,8.3266,8.0462,1.8032,3.5529,0.83,0.335,0.543,1.3,0.673,103.2,106.1,6.33301,51,3.6204400000000003
1085,Pb,Os,A,0.99977,0.69215,0.79225,0.24763000000000002,-46.92815,-3.71095,2.2,0.995,6.6709,8.0462,1.0412,3.5529,0.96,0.45,0.543,1.3,0.673,35.1,106.1,6.062819999999999,82,2.92548
1086,Pb,Os,B,0.99977,0.69215,0.79225,0.24763000000000002,-46.92815,-3.71095,2.2,0.995,6.6709,8.0462,1.0412,3.5529,0.96,0.45,0.543,1.3,0.673,35.1,106.1,6.062819999999999,82,4.507280000000001
1087,Sn,Ru,A,0.9998600000000001,1.81814,0.74895,0.36319,-38.61228,-2.68553,2.2,1.0,6.8885,6.8007,1.0258,1.3893,0.88,0.345,0.45,1.3,0.661,107.3,101.3,6.07798,50,4.2625
1088,Sn,Ru,B,0.9998600000000001,1.81814,0.74895,0.36319,-38.61228,-2.68553,2.2,1.0,6.8885,6.8007,1.0258,1.3893,0.88,0.345,0.45,1.3,0.661,107.3,101.3,6.07798,50,4.48056
1089,Ge,Os,A,0.9999899999999999,0.2623,0.77577,0.32095999999999997,-52.44914,-3.51115,2.2,0.995,7.4167,8.0462,0.934,3.5529,0.72,0.16,0.543,1.3,0.673,119.0,106.1,6.26633,32,4.37376
1090,Ge,Os,B,0.9999899999999999,0.2623,0.77577,0.32095999999999997,-52.44914,-3.51115,2.2,0.995,7.4167,8.0462,0.934,3.5529,0.72,0.16,0.543,1.3,0.673,119.0,106.1,6.26633,32,4.73846
