,Asite,Bsite,Type,At2g,Ap,Bt2g,Beg,Bp,Op,Bsite CS,Asite IP,Bsite IP,Asite d,Bsite d,Bsite atomic_radius,Asite exp_EA,Bsite exp_EA,GM,Asite Z,Work function
598,Ag,Sc,B,0.97408,-53.0128,0.1194,0.23739,-24.32422,-0.8503299999999999,0.74,7.1384,6.8245,0.385,0.31,1.6,125.6,18.1,5.763,47,4.73557
600,Mn,Sb,B,0.5434,-47.5006,0.99995,0.99914,-0.4058,-4.11179,2.08,8.2684,8.3266,0.23,0.335,1.45,0.0,103.2,5.99349,25,3.62029
602,Mn,Sn,B,0.52576,-47.74751,0.99983,0.99873,1.82439,-2.73064,1.84,8.2684,6.8885,0.23,0.345,1.45,0.0,107.3,5.85093,25,4.53736
604,Mn,Ge,B,0.49853,-47.79876,0.99993,0.99933,0.34989000000000003,-3.90418,1.92,8.2684,7.4167,0.23,0.16,1.25,0.0,119.0,5.93039,25,4.23957
606,Mn,In,B,0.478,-47.89567,0.99933,0.99113,3.54541,-1.54411,1.6,8.2684,5.3782,0.23,0.36,1.55,0.0,28.9,5.48029,25,4.94551
608,Mn,Ga,B,0.50267,-48.0216,0.99957,0.99883,2.96663,-2.1584,1.68,8.2684,5.6565,0.23,0.17,1.3,0.0,28.9,5.5152,25,4.56834
611,Mn,Fe,B,0.52055,-47.96525,0.805,0.37574,-53.8007,-3.92211,0.99,8.2684,8.5601,0.23,0.22,1.4,0.0,15.7,5.78411,25,5.2567
612,Mn,Re,B,0.5020899999999999,-47.52287000000001,0.60138,0.39615,-43.43377,-5.01313,0.94,8.2684,7.853,0.23,0.565,1.35,0.0,14.5,5.77267,25,5.82346
614,Mn,Mn,B,0.49704,-48.35095,0.49704,0.6369,-48.35095,-4.06033,0.94,8.2684,8.2684,0.23,0.23,1.4,0.0,0.0,5.68382,25,4.65609
615,Mn,Mn,B,0.49704,-48.35095,0.49704,0.6369,-48.35095,-4.06033,0.94,8.2684,8.2684,0.23,0.23,1.4,0.0,0.0,5.68382,25,4.65609
618,Mn,W,B,0.47698,-47.46821,0.44655,0.40805,-39.72989000000001,-5.0757900000000005,0.885,8.2684,7.6293,0.23,0.59,1.35,0.0,78.6,5.8779,25,3.34337
620,Mn,Mo,B,0.45562,-47.55646,0.48224,0.38006,-36.28046,-4.35961,0.88,8.2684,6.4838,0.23,0.49,1.45,0.0,71.9,5.73779,25,4.0572599999999985
622,Mn,Cr,B,0.4526,-47.81848,0.51585,0.35982,-44.06286,-4.05172,0.89,8.2684,6.7401,0.23,0.25,1.4,0.0,64.3,5.68382,25,4.33437
624,Mn,Al,B,0.48385,-48.04536,0.0,0.0,6.55147,-2.25532,1.66,8.2684,5.7109,0.23,0.0,1.25,0.0,42.5,5.5255,25,4.1471800000000005
626,Mn,Ta,B,0.5283800000000001,-47.44441,0.29567,0.42393,-35.56735,-4.63506,0.83,8.2684,7.3632,0.23,0.605,1.45,0.0,31.0,5.79829,25,4.57033
628,Mn,Nb,B,0.48786,-47.50594,0.32353000000000004,0.39733,-31.95444,-4.12641,0.82,8.2684,6.275,0.23,0.51,1.45,0.0,86.1,5.76691,25,4.96139
630,Mn,V,B,0.45047,-47.79067,0.34058,0.33044,-39.11351,-3.92352,0.84,8.2684,6.4707,0.23,0.26,1.35,0.0,50.6,5.64666,25,6.11134
632,Tl,Cr,B,0.99892,4.19569,0.49935,0.35734,-44.10879,-2.71462,0.89,5.273,6.7401,0.46299999999999997,0.25,1.4,19.2,64.3,5.5152,81,5.35806
